CRASH_RECORD_ID,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,TRAFFIC_CONTROL_DEVICE_FACTORISED,DEVICE_CONDITION_FACTORISED
228,1/2/2024 11:48,35,NO CONTROLS,FUNCTIONING IMPROPERLY,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",IMPROPER OVERTAKING/PASSING,IMPROPER TURNING/NO SIGNAL,3014,W,ADDISON ST,1733,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,5,12,41.94676359,-87.70358136,POINT (-87.703581361678 41.946763584555),0,4
229,1/2/2024 11:45,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,$500 OR LESS,UNABLE TO DETERMINE,NOT APPLICABLE,7901,S,CICERO AVE,834,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,13,7,12,41.74906506,-87.7412039,POINT (-87.741203904025 41.749065056465),1,1
230,1/2/2024 11:40,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,TURNING,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,9400,S,ADA ST,2222,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,6,12,41.72302375,-87.65678573,POINT (-87.656785729749 41.723023746388),4,1
231,1/2/2024 11:34,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,1825,W,WEBSTER AVE,1432,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,5,12,41.92135264,-87.67366719,POINT (-87.673667188883 41.92135263512),0,0
232,1/2/2024 11:27,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",FOLLOWING TOO CLOSELY,NOT APPLICABLE,2400,W,LAWRENCE AVE,2031,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,5,12,41.96872435,-87.68896873,POINT (-87.688968726996 41.968724348822),1,1
233,1/2/2024 11:20,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",IMPROPER LANE USAGE,FAILING TO REDUCE SPEED TO AVOID CRASH,6367,N,MILWAUKEE AVE,1611,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,5,12,41.99670262,-87.78708674,POINT (-87.787086736527 41.996702622486),1,1
234,1/2/2024 11:15,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,7150,N,BELL AVE,2411,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,14,7,12,42.01218017,-87.68623104,POINT (-87.686231036206 42.012180167889),0,0
235,1/2/2024 11:10,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,8839,S,BISHOP ST,2222,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,7,12,41.73287801,-87.6591852,POINT (-87.65918519914 41.732878013095),0,0
236,1/2/2024 11:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,REAR END,NOT DIVIDED,0,STRAIGHT ON GRADE,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",EQUIPMENT - VEHICLE CONDITION,NOT APPLICABLE,2200,E,103RD ST,431,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,22,5,12,41.70812202,-87.57051236,POINT (-87.570512357885 41.708122021722),0,0
237,1/2/2024 11:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,OTHER OBJECT,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,1,0,0,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,6398,S,PULASKI RD,813,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,8,5,12,41.77686913,-87.72286159,POINT (-87.722861588697 41.776869132505),0,0
238,1/2/2024 11:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,800,E,79TH ST,624,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,6,12,41.7513967,-87.60515466,POINT (-87.605154658072 41.751396701356),1,1
239,1/2/2024 11:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,TURNING,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,$500 OR LESS,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,334,E,ONTARIO ST,1834,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,4,12,41.89354171,-87.61889901,POINT (-87.618899005022 41.893541710502),0,0
240,1/2/2024 10:53,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,3740,W,64TH PL,823,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,11,4,12,41.77611731,-87.71698221,POINT (-87.716982209232 41.776117312419),0,0
241,1/2/2024 10:51,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,2525,S,BLUE ISLAND AVE,1034,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,4,12,41.84635682,-87.6811176,POINT (-87.681117595026 41.846356816117),0,0
242,1/2/2024 10:50,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",NOT APPLICABLE,UNABLE TO DETERMINE,6400,S,OAKLEY AVE,825,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,7,12,41.77733584,-87.68116653,POINT (-87.681166529642 41.777335842816),0,0
243,1/2/2024 10:45,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,1,"$501 - $1,500",DISREGARDING STOP SIGN,UNABLE TO DETERMINE,1438,W,116TH ST,524,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,4,7,12,41.68315926,-87.65821921,POINT (-87.658219209641 41.683159255576),0,0
244,1/2/2024 10:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,2198,S,CLARK ST,131,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,5,12,41.85293397,-87.63021424,POINT (-87.630214239166 41.852933967598),1,1
245,1/2/2024 10:26,40,NO CONTROLS,UNKNOWN,UNKNOWN,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",NOT APPLICABLE,5730,W,ROOSEVELT RD,1513,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,5,12,41.86565489,-87.76805078,POINT (-87.768050778972 41.865654886095),0,3
246,1/2/2024 10:20,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,$500 OR LESS,IMPROPER OVERTAKING/PASSING,FAILING TO REDUCE SPEED TO AVOID CRASH,1800,W,PETERSON AVE,2413,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,5,12,41.9908611,-87.67535593,POINT (-87.675355926114 41.990861099527),1,1
247,1/2/2024 10:15,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,OTHER OBJECT,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",DISREGARDING STOP SIGN,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",811,S,KILPATRICK AVE,1131,1,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,13,7,12,41.87010334,-87.74230834,POINT (-87.742308342363 41.870103343075),0,0
248,1/2/2024 10:13,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,1,0,0,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,6900,S,CARPENTER ST,733,2,NONINCAPACITATING INJURY,4,0,0,4,0,0,0,12,5,12,41.7686549,-87.65071639,POINT (-87.650716388426 41.768654899514),4,1
249,1/2/2024 10:12,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,OTHER,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",FOLLOWING TOO CLOSELY,NOT APPLICABLE,2098,S,MARSHALL BLVD,1022,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,21,5,12,41.85372665,-87.69929767,POINT (-87.699297665374 41.853726651196),0,0
250,1/2/2024 10:00,10,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,650,S,FINANCIAL PL,123,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,1,12,41.87353493,-87.63274283,POINT (-87.632742828138 41.873534930367),0,0
251,1/2/2024 10:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN BARRIER,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"$501 - $1,500",IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,7900,S,CALIFORNIA AVE,835,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,14,7,12,41.74976704,-87.6927691,POINT (-87.692769103799 41.74976703698),1,1
252,1/2/2024 9:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,6315,S,CICERO AVE,813,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,7,12,41.77794441,-87.74213056,POINT (-87.742130555452 41.777944410669),1,1
253,1/2/2024 9:45,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,0,STRAIGHT AND LEVEL,WET,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",IMPROPER LANE USAGE,FAILING TO REDUCE SPEED TO AVOID CRASH,3215,W,WASHINGTON BLVD,1123,5,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,5,12,41.88267713,-87.70681152,POINT (-87.70681151672 41.882677130043),0,0
254,1/2/2024 9:30,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,1920,S,CANALPORT AVE,1235,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,7,12,41.85652299,-87.64267674,POINT (-87.642676734871 41.856522985167),1,1
255,1/2/2024 9:30,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR TO FRONT,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,1,"$501 - $1,500",IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,4299,W,LAKE ST,1114,3,NONINCAPACITATING INJURY,2,0,0,2,0,1,0,11,5,12,41.8857672,-87.73307415,POINT (-87.733074147936 41.885767197374),0,0
256,1/2/2024 9:30,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,10509,S,WESTERN AVE,2212,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,19,5,12,41.70241717,-87.68134559,POINT (-87.681345592187 41.702417170761),0,0
257,1/2/2024 9:30,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,900,N,CENTRAL AVE,1511,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,12,41.89671666,-87.76560763,POINT (-87.765607634449 41.896716662721),0,0
258,1/2/2024 9:21,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,11101,S,MICHIGAN AVE,531,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,5,12,41.69256159,-87.6209008,POINT (-87.620900803585 41.692561584763),1,1
259,1/2/2024 9:09,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3212,W,LAWRENCE AVE,1713,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,7,12,41.96855376,-87.70904164,POINT (-87.709041635871 41.968553764026),0,0
260,1/2/2024 9:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1550,W,MARQUETTE RD,725,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,6,12,41.77230826,-87.66362491,POINT (-87.663624905027 41.772308256732),0,0
261,1/2/2024 8:47,30,NO CONTROLS,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,ALLEY,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,515,N,STATE ST,1834,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,5,12,41.8914181,-87.62791476,POINT (-87.627914756079 41.891418101188),0,3
262,1/2/2024 8:45,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,WORN SURFACE,INJURY AND / OR TOW DUE TO CRASH,1,0,0,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,4700,S,PRINCETON AVE,935,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,3,0,7,5,12,41.80897732,-87.63351347,POINT (-87.633513464501 41.808977318162),1,1
263,1/2/2024 8:30,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,1,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3425,W,26TH ST,1032,3,NO INDICATION OF INJURY,0,0,0,0,0,5,0,14,7,12,41.8443248,-87.71106732,POINT (-87.711067319586 41.844324794791),0,0
264,1/2/2024 8:30,30,PEDESTRIAN CROSSING SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,1,0,0,$500 OR LESS,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,150,W,WACKER DR,122,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,11,5,12,41.88703915,-87.63255806,POINT (-87.632558056254 41.887039149781),7,1
265,1/2/2024 8:20,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,4803,N,NAGLE AVE,1622,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,12,41.96850238,-87.78786696,POINT (-87.787866962097 41.968502375912),0,0
266,1/2/2024 8:15,20,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,1,"OVER $1,500",DISREGARDING STOP SIGN,FAILING TO YIELD RIGHT-OF-WAY,7300,S,CALUMET AVE,323,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,9,5,12,41.76193565,-87.61693075,POINT (-87.616930748727 41.76193564613),4,1
267,1/2/2024 8:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PEDESTRIAN,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,1,$500 OR LESS,NOT APPLICABLE,NOT APPLICABLE,8008,S,MARYLAND AVE,631,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,22,5,12,41.74915107,-87.60405711,POINT (-87.604057106589 41.749151071659),0,0
268,1/2/2024 8:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,33,W,95TH ST,511,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,5,12,41.72157706,-87.62514039,POINT (-87.625140390312 41.721577056676),1,1
269,1/2/2024 8:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",NOT APPLICABLE,NOT APPLICABLE,200,W,87TH ST,622,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,5,12,41.7362617,-87.62906472,POINT (-87.629064716425 41.736261699376),0,0
270,1/2/2024 7:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,1941,N,PULASKI RD,2535,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,7,12,41.91656834,-87.72639152,POINT (-87.726391516131 41.916568341295),1,1
271,1/2/2024 7:49,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,7043,S,MAPLEWOOD AVE,832,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,15,6,12,41.7651833,-87.6867807,POINT (-87.686780702098 41.765183301889),0,0
272,1/2/2024 7:45,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,846,W,FLETCHER ST,1933,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,14,7,12,41.93910245,-87.65101304,POINT (-87.651013037545 41.939102446015),0,0
273,1/2/2024 7:45,25,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,OTHER OBJECT,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,1,0,"OVER $1,500","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",DISTRACTION - FROM INSIDE VEHICLE,5141,S,CICERO AVE,815,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,6,12,41.79899722,-87.74279538,POINT (-87.742795382853 41.798997218319),0,0
274,1/2/2024 7:38,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,1145,E,HYDE PARK BLVD,233,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,12,41.80224952,-87.59735309,POINT (-87.597353090545 41.802249519853),1,1
275,1/2/2024 7:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,4242,N,CENTRAL AVE,1624,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,5,12,41.9581397,-87.76731243,POINT (-87.767312432571 41.958139699352),0,0
276,1/2/2024 7:05,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",IMPROPER LANE USAGE,UNABLE TO DETERMINE,200,S,CLINTON ST,121,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,5,12,41.87925797,-87.64125542,POINT (-87.641255422011 41.879257968377),0,0
277,1/2/2024 7:05,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,1,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3575,N,GREENVIEW AVE,1922,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,5,12,41.94694013,-87.66628972,POINT (-87.666289715539 41.94694012824),0,0
278,1/2/2024 7:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,1,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4200,N,AUSTIN AVE,1624,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,5,12,41.95679065,-87.77705032,POINT (-87.777050317174 41.956790651342),1,1
